OBJECTID,CATEGORY,SUBCATEGORY,SOURCE,SOURCE_DATE,STATUS,STATUS_DATE,CREATE_DATE,UPDATE_DATE,ANGLE,PARKINGFACILITYID,PARKINGFEATUREID,OWNERSHIP,LOCATION_DESCRIPTION,ARROW_DIRECTION,SIDE_OF_ROAD,Greenp Order,x,y
2247,ENTRANCE,,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:47 PM,7/9/2003 3:53:00 PM,7/26/2011 4:19:27 PM,290,65,277,,,,NOT APPLI*,,-8961016.11879552,5381078.25728639
2248,EXIT,LOT 3,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:47 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,290,2013,278,KITCHENER,,,N\A,,-8960672.71948729,5380870.20168028
2249,LIGHT POLE,LOT 16,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:47 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,,2011,280,KITCHENER,WATER ST S LOT,,N\A,,-8960744.31848715,5380936.37082222
2250,ENTRANCE,,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,210,2023,281,KITCHENER,DUKE PARKING GARAGE,,N\A,,-8960015.27878381,5380892.8440954
2251,ENTRANCE,LOT 22,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,210,2064,282,KITCHENER,LOT 22,,N\A,,-8960320.91280043,5380660.06459515
2253,LIGHT POLE,LOT 16,ORTHO,7/9/2003 3:53:00 PM,ACTIVE,9/17/2008 4:57:47 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,,2011,285,KITCHENER,WATER ST S LOT,,N\A,,-8960779.8936863,5380952.63436154
2254,LIGHT POLE,LOT 15,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,7/9/2003 3:53:00 PM,1/3/2019 12:27:51 PM,,4769,287,KITCHENER,LOT 15,,N\A,,-8960535.00089629,5380636.92755587
2255,LIGHT POLE,LOT 19B,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 3:53:03 PM,1/3/2019 12:27:51 PM,,7272,474,KITCHENER,LOT 19B (KPL AND QUEEN ST N),,N\A,,-8959639.95265494,5381220.86140118
2256,LIGHT POLE,LOT 19B,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 3:53:06 PM,1/3/2019 12:27:51 PM,,7272,475,KITCHENER,LOT 19B (KPL AND QUEEN ST N),,N\A,,-8959624.47610587,5381249.22809447
2257,LIGHT POLE,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 3:53:36 PM,1/3/2019 12:27:51 PM,,5952,476,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959527.74268388,5381317.85102302
2258,LIGHT POLE,LOT 14,ORTHO 2016,11/24/2003 3:54:53 PM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 3:54:53 PM,1/3/2019 12:27:51 PM,,1939,477,KITCHENER,LOT 14,,N\A,,-8959463.51679597,5381254.25403058
2260,PAY AND DISPLAY,CIVIC DISTRICT GARAGE,ORTHO,11/24/2003 3:56:48 PM,PENDING,6/25/2012 3:24:41 PM,11/24/2003 3:56:48 PM,9/11/2017 12:42:32 PM,,5903,479,KITCHENER,,,NOT APPLI*,,-8959602.36177094,5381142.58757815
2261,PAY AND DISPLAY,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 3:57:06 PM,1/3/2019 12:27:51 PM,,5952,480,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959516.78815137,5381328.94020871
2264,HANDICAP PARKING,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 3:58:47 PM,1/3/2019 12:27:51 PM,,5952,483,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959522.54621521,5381302.43134164
2265,HANDICAP PARKING,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 3:58:47 PM,1/3/2019 12:27:51 PM,,5952,484,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959519.23285027,5381308.43378164
2268,HANDICAP PARKING,LOT 22,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 4:13:06 PM,1/3/2019 12:27:51 PM,,2064,487,KITCHENER,LOT 22,,N\A,,-8960330.79607114,5380634.5420415
2270,RESERVED PARKING,LOT 22,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 4:13:50 PM,1/3/2019 12:27:51 PM,,2064,489,KITCHENER,LOT 22,,N\A,,-8960327.11880293,5380632.2775791
2271,RESERVED PARKING,LOT 22,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 4:13:52 PM,1/3/2019 12:27:51 PM,,2064,490,KITCHENER,LOT 22,,N\A,,-8960323.961732,5380630.4859966
2272,RESERVED PARKING,LOT 22,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 4:13:58 PM,1/3/2019 12:27:51 PM,,2064,491,KITCHENER,LOT 22,,N\A,,-8960320.85473803,5380628.52851721
2273,PAY AND DISPLAY,LOT 22,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 4:14:32 PM,1/3/2019 12:27:51 PM,,2064,492,KITCHENER,LOT 22,,N\A,,-8960329.9967521,5380647.58457686
2289,LIGHT POLE,LOT 2,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,11/24/2003 4:28:38 PM,1/3/2019 12:27:51 PM,,2043,516,KITCHENER,LOT 2,,N\A,,-8959907.33124445,5380772.80617036
2306,LIGHT POLE,LOT 9,ORTHO 2016,12/2/2003 1:31:01 PM,ACTIVE,9/17/2008 4:57:47 PM,12/2/2003 1:31:01 PM,1/3/2019 12:27:51 PM,,2049,533,KITCHENER,LOT 9,,N\A,,-8960279.14932473,5380727.09125026
2307,HANDICAP PARKING,LOT 9,ORTHO 2016,12/2/2003 1:31:17 PM,ACTIVE,9/17/2008 4:57:47 PM,12/2/2003 1:31:17 PM,1/3/2019 12:27:51 PM,,2049,534,KITCHENER,LOT 9,,N\A,,-8960210.22470689,5380698.77540498
2308,RESERVED PARKING,,ORTHO,12/2/2003 1:33:35 PM,ACTIVE,9/17/2008 4:57:47 PM,12/2/2003 1:33:35 PM,1/3/2019 12:27:51 PM,,2087,535,KITCHENER,,,N\A,,-8959630.81166686,5380508.34466275
2309,RESERVED PARKING,LOT 23,ORTHO 2016,12/2/2003 1:34:30 PM,ACTIVE,9/17/2008 4:57:47 PM,12/2/2003 1:34:30 PM,1/3/2019 12:27:51 PM,,2104,536,KITCHENER,LOT 23,,N\A,,-8959689.99918174,5380406.18270919
2310,RESERVED PARKING,LOT 23,ORTHO 2016,12/2/2003 1:34:32 PM,ACTIVE,9/17/2008 4:57:47 PM,12/2/2003 1:34:32 PM,1/3/2019 12:27:51 PM,,2104,537,KITCHENER,LOT 23,,N\A,,-8959687.26628704,5380404.50894907
2311,RESERVED PARKING,LOT 23,ORTHO 2016,12/2/2003 1:34:33 PM,ACTIVE,9/17/2008 4:57:47 PM,12/2/2003 1:34:33 PM,1/3/2019 12:27:51 PM,,2104,538,KITCHENER,LOT 23,,N\A,,-8959684.03870367,5380402.60627642
2312,HANDICAP PARKING,LOT 23,ORTHO 2016,12/2/2003 1:34:57 PM,ACTIVE,9/17/2008 4:57:47 PM,12/2/2003 1:34:57 PM,1/3/2019 12:27:51 PM,,2104,539,KITCHENER,LOT 23,,N\A,,-8959635.62422675,5380441.39600555
2313,HANDICAP PARKING,LOT 23,ORTHO 2016,12/2/2003 1:34:58 PM,ACTIVE,9/17/2008 4:57:47 PM,12/2/2003 1:34:58 PM,1/3/2019 12:27:51 PM,,2104,540,KITCHENER,LOT 23,,N\A,,-8959632.03372784,5380447.55227459
2314,SALTBOX,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,12/18/2003 9:06:14 AM,1/3/2019 12:27:51 PM,,5952,541,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959534.44167949,5381297.55667252
2316,SALTBOX,LOT 3,ORTHO,12/18/2003 9:12:25 AM,ACTIVE,9/17/2008 4:57:47 PM,12/18/2003 9:12:25 AM,6/11/2014 2:28:26 PM,,2013,543,,,,NOT APPLI*,,-8960694.67646332,5380883.4336733
2317,EXIT,CHARLES BENTON PARKING GARAGE,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,7/9/2003 3:52:59 PM,1/3/2019 12:27:51 PM,36,3130,253,KITCHENER,CHARLES BENTON PARKING GARAGE,,N\A,,-8960035.3236058,5380534.19945342
2318,SALTBOX,CHARLES BENTON PARKING GARAGE,ORTHO,12/18/2003 9:13:14 AM,ACTIVE,9/17/2008 4:57:47 PM,12/18/2003 9:13:14 AM,1/3/2019 12:27:51 PM,,3130,544,KITCHENER,CHARLES BENTON PARKING GARAGE,,N\A,,-8960014.22499698,5380569.8309203
2320,ENTRANCE ARROW,,ORTHO,2/12/2004 8:57:27 AM,ACTIVE,9/17/2008 4:57:47 PM,2/12/2004 8:57:27 AM,7/26/2011 4:19:27 PM,265,2045,586,,,,NOT APPLI*,,-8959594.39776548,5380684.93043126
2322,ENTRANCE ARROW,,ORTHO,2/12/2004 10:20:25 AM,ACTIVE,9/17/2008 4:57:47 PM,2/12/2004 10:20:25 AM,7/26/2011 4:19:27 PM,185,2053,590,,,,NOT APPLI*,,-8959579.3444364,5380660.77226666
2323,ENTRANCE ARROW,,ORTHO,2/12/2004 12:07:08 PM,ACTIVE,9/17/2008 4:57:47 PM,2/12/2004 12:07:08 PM,7/26/2011 4:19:27 PM,310,2068,592,,,,NOT APPLI*,,-8960027.60184421,5380615.34679888
2324,PAY BOOTH,LOT 6,ORTHO 2016,5/10/2016 12:00:00 AM,HISTORIC,5/9/2017 4:14:43 PM,7/9/2003 3:53:00 PM,9/11/2017 2:36:54 PM,,2002,272,KITCHENER,LOT 6,,NOT APPLI*,,-8960734.60264822,5380993.72501685
3522,ENTRANCE,CIVIC DISTRICT PARKING GARAGE,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/19/2014 12:00:00 AM,3/19/2014 4:29:22 PM,1/3/2019 12:27:51 PM,210,5904,41308,KITCHENER,CIVIC DISTRICT GARAGE 2,,N\A,,-8959519.9834121,5381246.6401893
3523,ENTRANCE ARROW,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/19/2014 12:00:00 AM,3/19/2014 4:31:55 PM,1/3/2019 12:27:51 PM,210,5952,41309,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959516.68847036,5381252.03704037
3524,ENTRANCE,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,2/12/2004 8:59:58 AM,1/3/2019 12:27:51 PM,210,5952,696,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959480.48968282,5381314.12733581
3525,EXIT,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/19/2014 4:48:02 PM,3/19/2014 4:48:02 PM,1/3/2019 12:27:51 PM,210,5952,41312,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959475.14947025,5381310.86751043
3842,PAY AND DISPLAY,LOT 19B,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,8/26/2014 12:00:00 AM,8/26/2014 8:55:01 AM,1/3/2019 12:27:51 PM,,7272,48709,KITCHENER,LOT 19B (KPL AND QUEEN ST N),,N\A,,-8959642.80259408,5381198.49140849
3843,ENTRANCE,LOT 19B,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,8/26/2014 12:00:00 AM,8/26/2014 8:58:00 AM,1/3/2019 12:27:51 PM,30,7272,48710,KITCHENER,LOT 19B (KPL AND QUEEN ST N),,N\A,,-8959661.23744859,5381206.57487261
3844,E.V. CHARGING STATION,CHARLES BENTON PARKING GARAGE,PAUL McCORICK - PARKING ENTERPRISE,8/28/2014 12:00:00 AM,ACTIVE,9/8/2017 1:12:50 PM,8/28/2014 12:13:13 PM,1/3/2019 12:27:51 PM,,3130,48749,KITCHENER,P1 LEVEL FACING HALL'S LANE,,N\A,,-8959982.32870468,5380571.93979586
3845,COMMUNITY CARSHARE,CITY HALL,TONY KONSTANTINIDIS,4/9/2015 12:00:00 AM,ACTIVE,5/12/2017 9:33:03 AM,5/12/2017 9:33:03 AM,1/3/2019 12:27:51 PM,,1989,92292,PRIVATE,CITY HALL,,N\A,,-8960340.23365446,5381051.42252442
4163,HANDICAP PARKING,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/16/2017 2:38:31 PM,3/16/2017 2:38:31 PM,1/3/2019 12:27:51 PM,,5952,89413,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959515.52695661,5381313.90509098
4164,HANDICAP PARKING,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/16/2017 2:38:33 PM,3/16/2017 2:38:33 PM,1/3/2019 12:27:51 PM,,5952,89414,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959512.73222138,5381318.74354236
4165,EXIT ARROW,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/17/2017 9:47:03 AM,3/17/2017 9:47:03 AM,1/3/2019 12:27:51 PM,210,5952,89440,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959512.3016521,5381249.31428231
4166,EXIT,CIVIC DISTRICT PARKING GARAGE,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/17/2017 9:47:18 AM,3/17/2017 9:47:18 AM,1/3/2019 12:27:51 PM,210,5904,89441,KITCHENER,CIVIC DISTRICT GARAGE 2,,N\A,,-8959515.36312927,5381243.95372332
4167,EXIT,LOT 14,ORTHO 2016,2/11/2004 4:02:53 PM,ACTIVE,3/17/2017 9:47:48 AM,3/17/2017 9:47:48 AM,1/3/2019 12:27:51 PM,150,,89443,KITCHENER,LOT 14,,N\A,,-8959455.26144754,5381295.5497314
4168,HANDICAP PARKING,LOT 19B,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/16/2017 2:46:58 PM,3/16/2017 2:46:58 PM,1/3/2019 12:27:51 PM,,7272,89418,KITCHENER,LOT 19B (KPL AND QUEEN ST N),,N\A,,-8959632.53815628,5381198.8234388
4169,HANDICAP PARKING,LOT 19B,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/16/2017 2:47:00 PM,3/16/2017 2:47:00 PM,1/3/2019 12:27:51 PM,,7272,89419,KITCHENER,LOT 19B (KPL AND QUEEN ST N),,N\A,,-8959629.44844214,5381203.99201752
4170,HANDICAP PARKING,LOT 19B,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/16/2017 2:47:01 PM,3/16/2017 2:47:01 PM,1/3/2019 12:27:51 PM,,7272,89420,KITCHENER,LOT 19B (KPL AND QUEEN ST N),,N\A,,-8959626.58072555,5381208.57744653
4171,EXIT ARROW,LOT 19B,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/16/2017 2:47:33 PM,3/16/2017 2:47:33 PM,1/3/2019 12:27:51 PM,30,7272,89421,KITCHENER,LOT 19B (KPL AND QUEEN ST N),,N\A,,-8959663.27592342,5381212.15291246
4172,ENTRANCE ARROW,LOT 19B,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/16/2017 2:47:34 PM,3/16/2017 2:47:34 PM,1/3/2019 12:27:51 PM,30,7272,89422,KITCHENER,LOT 19B (KPL AND QUEEN ST N),,N\A,,-8959659.34453048,5381209.65313858
4174,PAY BOOTH,,,,ACTIVE,9/8/2017 1:12:50 PM,3/16/2017 2:52:28 PM,9/8/2017 1:12:50 PM,,,89423,,,,,,-8959329.44701874,5381376.89063813
4175,ENTRANCE,,,,ACTIVE,9/8/2017 1:12:50 PM,3/16/2017 2:52:46 PM,9/11/2017 2:36:54 PM,20,,89424,,,,,,-8959398.91945758,5381270.29078739
4482,LIGHT POLE,LOT 2,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,3/31/2017 7:19:41 AM,3/31/2017 7:19:41 AM,1/3/2019 12:27:51 PM,,2043,90932,KITCHENER,LOT 2,,N\A,,-8959892.16846524,5380764.09124034
4484,EXIT ARROW,LOT 2,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/17/2008 4:57:47 PM,2/11/2004 3:59:43 PM,1/3/2019 12:27:51 PM,30,2043,697,KITCHENER,LOT 2,,N\A,,-8959938.99865384,5380764.48330381
4814,EXIT ARROW,CITY HALL,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 10:44:11 AM,1/3/2019 12:27:51 PM,296,1989,92177,KITCHENER,CITY HALL,,N\A,,-8960312.17478416,5380982.4882199
4815,COMMUNITY CARSHARE,CITY HALL,TONY KONSTANTINIDIS,4/9/2015 12:00:00 AM,ACTIVE,4/9/2015 12:00:00 AM,4/9/2015 11:39:47 AM,1/3/2019 12:27:51 PM,,1989,52197,PRIVATE,CITY HALL,,N\A,,-8960336.89443791,5381049.7946659
4816,HANDICAP PARKING,LOT 16,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 10:51:49 AM,1/3/2019 12:27:51 PM,,2011,92178,KITCHENER,LOT 16,,N\A,,-8960700.02207995,5380923.38642695
4819,PAY AND DISPLAY,LOT 16,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/9/2017 3:45:26 PM,5/9/2017 3:45:26 PM,1/3/2019 12:27:51 PM,,2011,92080,KITCHENER,LOT 16,,N\A,,-8960743.56448147,5380937.71442902
4820,EXIT ARROW,LOT 3,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2017 9:45:48 AM,5/10/2017 9:45:48 AM,9/11/2017 1:03:39 PM,290,2013,92155,,,,NOT APPLI*,,-8960675.49257133,5380871.40335432
5123,EXIT,LOT 27,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 11:31:09 AM,1/3/2019 12:27:51 PM,300,2021,92181,KITCHENER,LOT 27,,N\A,,-8960095.50887161,5380886.95097356
5124,EXIT,,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 11:36:56 AM,1/3/2019 12:27:51 PM,210,2023,92182,KITCHENER,DUKE PARKING GARAGE,,N\A,,-8960040.19853419,5380905.85956405
5125,EXIT,LOT 9,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 11:46:44 AM,1/3/2019 12:27:51 PM,300,2049,92183,KITCHENER,LOT 9,,N\A,,-8960209.89163785,5380685.51562488
5126,ENTRANCE,LOT 9,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 11:46:50 AM,1/3/2019 12:27:51 PM,200,2049,92184,KITCHENER,LOT 9,,N\A,,-8960268.33952143,5380733.48308173
5127,EXIT,LOT 9,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 11:46:54 AM,1/3/2019 12:27:51 PM,200,2049,92185,KITCHENER,LOT 9,,N\A,,-8960265.58907993,5380732.16126266
5128,ENTRANCE,LOT 21,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:09:05 PM,1/3/2019 12:27:51 PM,182,2087,92186,KITCHENER,LOT 21,,N\A,,-8959628.9443405,5380531.08447032
5129,EXIT,LOT 21,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:09:07 PM,1/3/2019 12:27:51 PM,182,2087,92187,KITCHENER,LOT 21,,N\A,,-8959624.50536067,5380530.89785177
5130,EXIT,LOT 23,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:13:57 PM,1/3/2019 12:27:51 PM,30,2104,92188,KITCHENER,LOT 23,,N\A,,-8959675.15530412,5380393.04980559
5131,EXIT,LOT 23,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:16:33 PM,1/3/2019 12:27:51 PM,210,2104,92189,KITCHENER,LOT 23,,N\A,,-8959633.23443819,5380456.14486862
5132,EXIT ARROW,LOT 13,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:23:43 PM,1/3/2019 12:27:51 PM,23,2151,92190,KITCHENER,LOT 13,,N\A,,-8962299.48570753,5381745.59674528
5133,ENTRANCE,LOT 13,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:23:46 PM,1/3/2019 12:27:51 PM,23,2151,92191,KITCHENER,LOT 13,,N\A,,-8962295.82949464,5381742.47477247
5134,EXIT,LOT 13,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:23:50 PM,1/3/2019 12:27:51 PM,23,2151,92192,KITCHENER,LOT 13,,N\A,,-8962299.95513591,5381744.3778646
5135,EXIT,LOT 12,ORTHO 2016,5/10/1016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:31:42 PM,1/3/2019 12:27:51 PM,114,2152,92193,WRDSB,LOT 12,,N\A,,-8962354.31658102,5381585.85870029
5137,HANDICAP PARKING,LOT 12,ORTHO 2016,5/10/1016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:33:37 PM,1/3/2019 12:27:51 PM,,2152,92195,WRDSB,LOT 12,,N\A,,-8962358.26589947,5381549.8659719
5138,HANDICAP PARKING,LOT 12,ORTHO 2016,5/10/1016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:33:49 PM,1/3/2019 12:27:51 PM,,2152,92196,WRDSB,LOT 12,,N\A,,-8962312.46346754,5381612.72764657
5139,HANDICAP PARKING,LOT 12,ORTHO 2016,5/10/1016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 12:33:51 PM,1/3/2019 12:27:51 PM,,2152,92197,WRDSB,LOT 12,,N\A,,-8962317.40201749,5381614.87581916
